País;Código ISO país;Oficina de registro;Grupo edad;Edad (años);Área Conocimiento;Sub Area Conocimiento;Nivel Académico;Estado civil;Género;Etnia de la persona;Estatura (CM);Localización;Cantidad de personas
ALEMANIA;DEU;C. BERLIN;ADULTO;35;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;52;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADOLESCENTE;12;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;90;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;57;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;RAIZAL DEL ARCHIPIELAGO DE SAN ANDRES;193;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADOLESCENTE;16;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;135;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;BELLAS ARTES;PUBLICIDAD Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;55;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;POSTGRADO - ESPECIALIZACIÓN;SOLTERO;FEMENINO;NINGUNA;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;NO INDICA;NO INDICA;BACHILLERATO;CASADO;MASCULINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;39;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;26;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;CASADO;MASCULINO;NINGUNA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;54;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;DIVORCIADO;FEMENINO;NINGUNA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;39;BELLAS ARTES;DISEÑO;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;51;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELÉCTRICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;62;NO INDICA;NO INDICA;PRIMARIA;UNION_LIBRE;FEMENINO;OTRO;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;27;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;182;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELÉCTRICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;25;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;40;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;65;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;BELLAS ARTES;DISEÑO;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;45;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;176;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;BELLAS ARTES;PUBLICIDAD Y AFINES;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;MATEMÁTICAS Y CIENCIAS NATURALES;FÍSICA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;60;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;CASADO;FEMENINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;52;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;50;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;39;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;23;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;152;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;BELLAS ARTES;MÚSICA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;62;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;156;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;MASCULINO;SIN ETNIA REGISTRADA;183;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;45;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;47;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;CASADO;MASCULINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;43;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DIVORCIADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;CIENCIAS DE LA SALUD;ENFERMERÍA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;50;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;CASADO;FEMENINO;OTRO;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;46;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;CASADO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;43;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;23;NO INDICA;AVIACIÓN;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA DE PETRÓLEOS;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;183;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;52;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;42;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;POSTGRADO - DOCTORADO;SOLTERO;MASCULINO;OTRO;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;CIENCIAS SOCIALES Y HUMANAS;DERECHO Y AFINES;POSTGRADO - MAESTRIA;CASADO;MASCULINO;OTRO;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;PREGRADO - PROFESIONAL;CASADO;MASCULINO;OTRO;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;51;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;MASCULINO;SIN ETNIA REGISTRADA;178;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA QUÍMICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;BELLAS ARTES;MÚSICA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;CIENCIAS SOCIALES Y HUMANAS;DERECHO Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);3
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;43;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;164;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;41;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;25;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;63;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;60;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;56;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;INGENIERÍA, ARQUITECTURA Y AFINES;OTRAS INGENIERÍAS;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;INFANTE;10;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;39;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;30;BELLAS ARTES;DISEÑO;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;52;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;19;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;46;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;POSTGRADO - DOCTORADO;CASADO;MASCULINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;OTRO;185;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;UNION_LIBRE;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;54;AGRONOMÍA, VETERINARIA Y AFINES;AGRONOMÍA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;CASADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;185;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;190;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;NO INDICA;AVIACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;54;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;147;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);3
ALEMANIA;DEU;C. BERLIN;ADULTO;46;CIENCIAS SOCIALES Y HUMANAS;GEOGRAFÍA O HISTORIA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;51;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;MATEMÁTICAS Y CIENCIAS NATURALES;QUÍMICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;54;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;183;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;59;NO INDICA;NO INDICA;BACHILLERATO;DIVORCIADO;MASCULINO;SIN ETNIA REGISTRADA;176;(51.165691, 10.451526);1
